method,batch_size,context_length,gamma,tree_nodes,mean_ms,p50_ms,p95_ms,std_ms,gpu_name,model_name,tree_mode,status,error,dtype,attention_implementation,use_cache,torch_version,transformers_version,cuda_version,model_revision,past_length,timed_input_length,warmup,repeat,latency_scope,device,peak_memory_mb,source_file
tree_verification,2,1024,,64.0,15.270606355667114,15.26476764678955,15.35615644454956,0.043133014275136,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,15528.794921875,target_verification_latency_full.csv
linear_verification,2,2048,1.0,,15.349917488098145,15.341136455535889,15.466035413742066,0.0854919649987349,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,16465.423828125,target_verification_latency_full.csv
linear_verification,2,2048,2.0,,17.95278076171875,17.94286346435547,18.10764741897583,0.0725369383768796,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,2,20,100,cuda_device_elapsed,cuda:1,16465.583984375,target_verification_latency_full.csv
linear_verification,2,2048,4.0,,17.777914905548094,17.756752014160156,17.8906099319458,0.1216079759313504,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,4,20,100,cuda_device_elapsed,cuda:1,16465.904296875,target_verification_latency_full.csv
linear_verification,2,2048,8.0,,17.438632316589356,17.423359870910645,17.556523895263673,0.1076225337981026,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,8,20,100,cuda_device_elapsed,cuda:1,16466.544921875,target_verification_latency_full.csv
target_decode,2,2048,,,15.387141094207765,15.37433624267578,15.446169900894166,0.1012087034145939,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,16465.423828125,target_verification_latency_full.csv
tree_verification,2,2048,,8.0,15.35314302444458,15.353023529052734,15.492422819137571,0.1116814426157223,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,16465.423828125,target_verification_latency_full.csv
tree_verification,2,2048,,16.0,15.35314302444458,15.353023529052734,15.492422819137571,0.1116814426157223,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,16465.423828125,target_verification_latency_full.csv
tree_verification,2,2048,,32.0,15.35314302444458,15.353023529052734,15.492422819137571,0.1116814426157223,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,16465.423828125,target_verification_latency_full.csv
tree_verification,2,2048,,64.0,15.35314302444458,15.353023529052734,15.492422819137571,0.1116814426157223,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,16465.423828125,target_verification_latency_full.csv
linear_verification,4,128,1.0,,15.295994548797609,15.288352012634276,15.37873945236206,0.050844070668895,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,14812.99609375,target_verification_latency_full.csv
linear_verification,4,128,2.0,,17.833045597076417,17.82004737854004,17.984990692138673,0.0867651706034342,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,2,20,100,cuda_device_elapsed,cuda:1,14813.21484375,target_verification_latency_full.csv
linear_verification,4,128,4.0,,17.848422355651856,17.835552215576172,17.946630859375,0.0872997006324018,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,4,20,100,cuda_device_elapsed,cuda:1,14813.65234375,target_verification_latency_full.csv
linear_verification,4,128,8.0,,17.831471633911132,17.828527450561523,17.905468940734863,0.0540039149939899,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,8,20,100,cuda_device_elapsed,cuda:1,14814.52734375,target_verification_latency_full.csv
target_decode,4,128,,,15.357879753112792,15.348400115966797,15.457444953918458,0.0515143494438716,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,14812.99609375,target_verification_latency_full.csv
tree_verification,4,128,,8.0,15.30866147994995,15.301839828491213,15.3846622467041,0.0553743547555225,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,14812.99609375,target_verification_latency_full.csv
tree_verification,4,128,,16.0,15.30866147994995,15.301839828491213,15.3846622467041,0.0553743547555225,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,14812.99609375,target_verification_latency_full.csv
tree_verification,4,128,,32.0,15.30866147994995,15.301839828491213,15.3846622467041,0.0553743547555225,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,14812.99609375,target_verification_latency_full.csv
tree_verification,4,128,,64.0,15.30866147994995,15.301839828491213,15.3846622467041,0.0553743547555225,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,14812.99609375,target_verification_latency_full.csv
linear_verification,4,512,1.0,,15.349958372116088,15.34715223312378,15.423683261871338,0.0397888427131028,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,15528.880859375,target_verification_latency_full.csv
linear_verification,4,512,2.0,,17.812095623016358,17.80019187927246,17.90556640625,0.071216787862024,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,2,20,100,cuda_device_elapsed,cuda:1,15529.068359375,target_verification_latency_full.csv
linear_verification,4,512,4.0,,17.84243553161621,17.82907199859619,17.940970516204835,0.0576980252468732,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,4,20,100,cuda_device_elapsed,cuda:1,15529.443359375,target_verification_latency_full.csv
linear_verification,4,512,8.0,,17.74040740966797,17.730000495910645,17.851592445373534,0.0530317398034978,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,8,20,100,cuda_device_elapsed,cuda:1,15530.193359375,target_verification_latency_full.csv
target_decode,4,512,,,15.315598096847534,15.304111957550049,15.369206476211549,0.1112002055488655,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,15528.880859375,target_verification_latency_full.csv
tree_verification,4,512,,8.0,15.29594591140747,15.279615879058838,15.388638067245484,0.1068217046794668,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,15528.880859375,target_verification_latency_full.csv
tree_verification,4,512,,16.0,15.29594591140747,15.279615879058838,15.388638067245484,0.1068217046794668,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,15528.880859375,target_verification_latency_full.csv
tree_verification,4,512,,32.0,15.29594591140747,15.279615879058838,15.388638067245484,0.1068217046794668,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,15528.880859375,target_verification_latency_full.csv
tree_verification,4,512,,64.0,15.29594591140747,15.279615879058838,15.388638067245484,0.1068217046794668,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,15528.880859375,target_verification_latency_full.csv
linear_verification,4,1024,1.0,,15.377755489349363,15.374335765838625,15.46214418411255,0.1007421285274691,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,16465.568359375,target_verification_latency_full.csv
linear_verification,4,1024,2.0,,17.89322645187378,17.873519897460938,18.012208938598633,0.1048717367111057,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,2,20,100,cuda_device_elapsed,cuda:1,16465.888671875,target_verification_latency_full.csv
linear_verification,4,1024,4.0,,17.910537586212158,17.90156841278076,18.02901163101196,0.0692680697764779,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,4,20,100,cuda_device_elapsed,cuda:1,16466.529296875,target_verification_latency_full.csv
linear_verification,4,1024,8.0,,17.83858491897583,17.8221435546875,17.943134212493895,0.1127289597466457,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,8,20,100,cuda_device_elapsed,cuda:1,16467.810546875,target_verification_latency_full.csv
target_decode,4,1024,,,15.370894689559936,15.339888095855711,15.543143892288208,0.1961420314899991,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,16465.568359375,target_verification_latency_full.csv
tree_verification,4,1024,,8.0,15.395663347244264,15.36470365524292,15.56817922592163,0.1582209366323046,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,16465.568359375,target_verification_latency_full.csv
tree_verification,4,1024,,16.0,15.395663347244264,15.36470365524292,15.56817922592163,0.1582209366323046,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,16465.568359375,target_verification_latency_full.csv
tree_verification,4,1024,,32.0,15.395663347244264,15.36470365524292,15.56817922592163,0.1582209366323046,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,16465.568359375,target_verification_latency_full.csv
tree_verification,4,1024,,64.0,15.395663347244264,15.36470365524292,15.56817922592163,0.1582209366323046,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,16465.568359375,target_verification_latency_full.csv
linear_verification,4,2048,1.0,,15.48338815689087,15.447968006134031,15.63931646347046,0.1467120813323886,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,18353.728515625,target_verification_latency_full.csv
linear_verification,4,2048,2.0,,17.93797466278076,17.895743370056152,18.19791316986084,0.1916666946324969,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,2,20,100,cuda_device_elapsed,cuda:1,18354.099609375,target_verification_latency_full.csv
linear_verification,4,2048,4.0,,18.04682493209839,18.00499153137207,18.339620685577398,0.1648384075777578,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,4,20,100,cuda_device_elapsed,cuda:1,18354.841796875,target_verification_latency_full.csv
linear_verification,4,2048,8.0,,17.973846988677977,17.929216384887695,18.237174224853515,0.1671962199802806,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,8,20,100,cuda_device_elapsed,cuda:1,18355.513671875,target_verification_latency_full.csv
target_decode,4,2048,,,15.464462089538577,15.434271812438965,15.63771071434021,0.1499984029108584,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,18353.728515625,target_verification_latency_full.csv
tree_verification,4,2048,,8.0,15.5422025680542,15.481328010559082,15.987868928909302,0.2236484579312531,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,18353.728515625,target_verification_latency_full.csv
tree_verification,4,2048,,16.0,15.5422025680542,15.481328010559082,15.987868928909302,0.2236484579312531,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,18353.728515625,target_verification_latency_full.csv
tree_verification,4,2048,,32.0,15.5422025680542,15.481328010559082,15.987868928909302,0.2236484579312531,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,18353.728515625,target_verification_latency_full.csv
tree_verification,4,2048,,64.0,15.5422025680542,15.481328010559082,15.987868928909302,0.2236484579312531,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:1,18353.728515625,target_verification_latency_full.csv
linear_verification,8,128,1.0,,15.224394550323488,15.216560363769531,15.299984359741211,0.0469707152530313,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
linear_verification,8,128,2.0,,17.913407039642333,17.905152320861816,17.995558643341063,0.0544890242096984,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,2,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
linear_verification,8,128,4.0,,18.260117473602296,18.257328033447266,18.33231611251831,0.0507344333738902,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,4,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
linear_verification,8,128,8.0,,18.01951431274414,18.01844882965088,18.105000495910645,0.0768713444969694,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,8,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
target_decode,8,128,,,15.216757717132568,15.20739221572876,15.29281439781189,0.0626318884153581,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
tree_verification,8,128,,8.0,15.18522946357727,15.181824207305908,15.301990222930907,0.077575579252848,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
tree_verification,8,128,,16.0,15.18522946357727,15.181824207305908,15.301990222930907,0.077575579252848,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
tree_verification,8,128,,32.0,15.18522946357727,15.181824207305908,15.301990222930907,0.077575579252848,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
tree_verification,8,128,,64.0,15.18522946357727,15.181824207305908,15.301990222930907,0.077575579252848,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15077.7890625,target_verification_latency_full.csv
linear_verification,8,512,1.0,,15.270748138427734,15.26968002319336,15.33207049369812,0.0529415548436401,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,16465.677734375,target_verification_latency_full.csv
linear_verification,8,512,2.0,,17.94068353652954,17.928144454956055,18.04218549728393,0.1090013961508721,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,2,20,100,cuda_device_elapsed,cuda:1,16466.115234375,target_verification_latency_full.csv
linear_verification,8,512,4.0,,18.37439994812012,18.36297607421875,18.512858295440672,0.1263317849683512,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,4,20,100,cuda_device_elapsed,cuda:1,16466.990234375,target_verification_latency_full.csv
linear_verification,8,512,8.0,,18.108241310119627,18.09203147888184,18.239990139007567,0.1021291570309416,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,8,20,100,cuda_device_elapsed,cuda:1,16468.740234375,target_verification_latency_full.csv
target_decode,8,512,,,15.28703902244568,15.261695861816406,15.446904039382934,0.1106850845111099,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,16465.677734375,target_verification_latency_full.csv
tree_verification,8,512,,8.0,15.26043462753296,15.23956823348999,15.364403581619262,0.1093405261119251,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,16465.677734375,target_verification_latency_full.csv
tree_verification,8,512,,16.0,15.26043462753296,15.23956823348999,15.364403581619262,0.1093405261119251,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,16465.677734375,target_verification_latency_full.csv
tree_verification,8,512,,32.0,15.26043462753296,15.23956823348999,15.364403581619262,0.1093405261119251,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,16465.677734375,target_verification_latency_full.csv
