method,batch_size,context_length,gamma,tree_nodes,mean_ms,p50_ms,p95_ms,std_ms,gpu_name,model_name,tree_mode,status,error,dtype,attention_implementation,use_cache,torch_version,transformers_version,cuda_version,model_revision,past_length,timed_input_length,warmup,repeat,latency_scope,device,peak_memory_mb,source_file
tree_verification,8,512,,64.0,15.26043462753296,15.23956823348999,15.364403581619262,0.1093405261119251,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,16465.677734375,target_verification_latency_full.csv
linear_verification,8,1024,1.0,,15.343871984481812,15.3057279586792,15.519913530349733,0.1615638510294241,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,18353.865234375,target_verification_latency_full.csv
linear_verification,8,1024,2.0,,18.014415073394776,17.985600471496582,18.31161108016968,0.187389397221977,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,2,20,100,cuda_device_elapsed,cuda:1,18354.388671875,target_verification_latency_full.csv
linear_verification,8,1024,4.0,,18.35205223083496,18.307680130004883,18.62599649429321,0.1590524650990784,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,4,20,100,cuda_device_elapsed,cuda:1,18355.435546875,target_verification_latency_full.csv
linear_verification,8,1024,8.0,,18.24721702575684,18.19430351257324,18.643621826171877,0.1946516323915532,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,8,20,100,cuda_device_elapsed,cuda:1,18357.529296875,target_verification_latency_full.csv
target_decode,8,1024,,,15.328063974380491,15.293439865112305,15.655367755889891,0.1806650924344914,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,18353.865234375,target_verification_latency_full.csv
tree_verification,8,1024,,8.0,15.348420486450197,15.296351909637451,15.728486680984496,0.1691850398838787,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,18353.865234375,target_verification_latency_full.csv
tree_verification,8,1024,,16.0,15.348420486450197,15.296351909637451,15.728486680984496,0.1691850398838787,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,18353.865234375,target_verification_latency_full.csv
tree_verification,8,1024,,32.0,15.348420486450197,15.296351909637451,15.728486680984496,0.1691850398838787,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,18353.865234375,target_verification_latency_full.csv
tree_verification,8,1024,,64.0,15.348420486450197,15.296351909637451,15.728486680984496,0.1691850398838787,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:1,18353.865234375,target_verification_latency_full.csv
linear_verification,8,2048,1.0,,21.94245246887207,21.92588806152344,22.137092113494877,0.0889752341103927,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,22086.607421875,recheck_b8_l2048.csv
linear_verification,8,2048,2.0,,38.00813953399658,37.97439956665039,38.19523963928223,0.0873415919829365,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,2,20,100,cuda_device_elapsed,cuda:0,22087.044921875,recheck_b8_l2048.csv
linear_verification,8,2048,4.0,,39.02796157836914,38.964111328125,39.29171333312989,0.2276013525285548,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,4,20,100,cuda_device_elapsed,cuda:0,22087.919921875,recheck_b8_l2048.csv
linear_verification,8,2048,8.0,,39.63194255828857,39.58584022521973,39.89180526733399,0.1283053796553399,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,8,20,100,cuda_device_elapsed,cuda:0,22089.669921875,recheck_b8_l2048.csv
target_decode,8,2048,,,21.901223411560057,21.88800048828125,22.0836350440979,0.0814689876387333,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,22086.607421875,recheck_b8_l2048.csv
tree_verification,8,2048,,8.0,21.948844509124758,21.91960048675537,22.16017999649048,0.1082298503976035,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,22086.607421875,recheck_b8_l2048.csv
tree_verification,8,2048,,16.0,21.948844509124758,21.91960048675537,22.16017999649048,0.1082298503976035,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,22086.607421875,recheck_b8_l2048.csv
tree_verification,8,2048,,32.0,21.948844509124758,21.91960048675537,22.16017999649048,0.1082298503976035,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,22086.607421875,recheck_b8_l2048.csv
tree_verification,8,2048,,64.0,21.948844509124758,21.91960048675537,22.16017999649048,0.1082298503976035,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,22086.607421875,recheck_b8_l2048.csv
linear_verification,16,128,1.0,,15.214310722351074,15.214672088623049,15.294512128829956,0.0443570872076514,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15529.78125,target_verification_latency_full.csv
linear_verification,16,128,2.0,,18.298618907928468,18.287104606628414,18.405497360229493,0.0653238171076009,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,2,20,100,cuda_device_elapsed,cuda:1,15530.875,target_verification_latency_full.csv
linear_verification,16,128,4.0,,18.591317558288573,18.585599899291992,18.6779128074646,0.0540833754044211,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,4,20,100,cuda_device_elapsed,cuda:1,15534.3125,target_verification_latency_full.csv
linear_verification,16,128,8.0,,17.718242359161376,17.713472366333008,17.81345691680908,0.0586341685451191,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,8,20,100,cuda_device_elapsed,cuda:1,15539.0634765625,target_verification_latency_full.csv
target_decode,16,128,,,15.230829734802246,15.21611213684082,15.322265672683717,0.1694537325448179,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15529.78125,target_verification_latency_full.csv
tree_verification,16,128,,8.0,15.247655687332154,15.249807834625244,15.346060800552369,0.0625338578995481,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15529.78125,target_verification_latency_full.csv
tree_verification,16,128,,16.0,15.247655687332154,15.249807834625244,15.346060800552369,0.0625338578995481,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15529.78125,target_verification_latency_full.csv
tree_verification,16,128,,32.0,15.247655687332154,15.249807834625244,15.346060800552369,0.0625338578995481,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15529.78125,target_verification_latency_full.csv
tree_verification,16,128,,64.0,15.247655687332154,15.249807834625244,15.346060800552369,0.0625338578995481,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,128,1,20,100,cuda_device_elapsed,cuda:1,15529.78125,target_verification_latency_full.csv
linear_verification,16,512,1.0,,15.291285457611083,15.28062391281128,15.41847071647644,0.0800993634906657,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,18354.193359375,target_verification_latency_full.csv
linear_verification,16,512,2.0,,18.411173515319824,18.35158443450928,18.74156560897827,0.1863680318976573,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,2,20,100,cuda_device_elapsed,cuda:1,18355.052734375,target_verification_latency_full.csv
linear_verification,16,512,4.0,,19.36396350860596,18.63167953491211,20.88195972442627,2.5042172555601416,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,4,20,100,cuda_device_elapsed,cuda:1,18356.771484375,target_verification_latency_full.csv
linear_verification,16,512,8.0,,19.64889722824097,17.655807495117188,30.308711051940907,5.335714411981085,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,8,20,100,cuda_device_elapsed,cuda:1,18360.2099609375,target_verification_latency_full.csv
target_decode,16,512,,,15.258716163635254,15.240479946136476,15.38599648475647,0.0807828421387292,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,18354.193359375,target_verification_latency_full.csv
tree_verification,16,512,,8.0,15.805436220169067,15.321088314056396,16.661278438568115,1.970772908787056,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,18354.193359375,target_verification_latency_full.csv
tree_verification,16,512,,16.0,15.805436220169067,15.321088314056396,16.661278438568115,1.970772908787056,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,18354.193359375,target_verification_latency_full.csv
tree_verification,16,512,,32.0,15.805436220169067,15.321088314056396,16.661278438568115,1.970772908787056,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,18354.193359375,target_verification_latency_full.csv
tree_verification,16,512,,64.0,15.805436220169067,15.321088314056396,16.661278438568115,1.970772908787056,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,512,1,20,100,cuda_device_elapsed,cuda:1,18354.193359375,target_verification_latency_full.csv
linear_verification,16,1024,1.0,,22.11516794204712,22.09832000732422,22.30123853683472,0.0774989126638475,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:0,22087.029296875,recheck_b16_l1024.csv
linear_verification,16,1024,2.0,,39.36789352416992,39.35078430175781,39.45103225708008,0.0750974318286434,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,2,20,100,cuda_device_elapsed,cuda:0,22087.904296875,recheck_b16_l1024.csv
linear_verification,16,1024,4.0,,40.91519157409668,40.88217544555664,41.158195686340335,0.1066337121408814,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,4,20,100,cuda_device_elapsed,cuda:0,22089.654296875,recheck_b16_l1024.csv
linear_verification,16,1024,8.0,,42.61855808258056,42.613088607788086,42.72836475372314,0.0717802022898659,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,8,20,100,cuda_device_elapsed,cuda:0,22093.1552734375,recheck_b16_l1024.csv
target_decode,16,1024,,,22.129801292419437,22.096303939819336,22.33062400817871,0.1006124038124449,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:0,22087.029296875,recheck_b16_l1024.csv
tree_verification,16,1024,,8.0,22.12209348678589,22.09177589416504,22.28177890777588,0.0949632819983124,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:0,22087.029296875,recheck_b16_l1024.csv
tree_verification,16,1024,,16.0,22.12209348678589,22.09177589416504,22.28177890777588,0.0949632819983124,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:0,22087.029296875,recheck_b16_l1024.csv
tree_verification,16,1024,,32.0,22.12209348678589,22.09177589416504,22.28177890777588,0.0949632819983124,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:0,22087.029296875,recheck_b16_l1024.csv
tree_verification,16,1024,,64.0,22.12209348678589,22.09177589416504,22.28177890777588,0.0949632819983124,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,success,,bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,1024,1,20,100,cuda_device_elapsed,cuda:0,22087.029296875,recheck_b16_l1024.csv
linear_verification,16,2048,1.0,,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
linear_verification,16,2048,2.0,,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,2,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
linear_verification,16,2048,4.0,,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,4,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
linear_verification,16,2048,8.0,,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,8,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
target_decode,16,2048,,,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
tree_verification,16,2048,,8.0,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
tree_verification,16,2048,,16.0,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
tree_verification,16,2048,,32.0,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
tree_verification,16,2048,,64.0,,,,,NVIDIA GeForce RTX 4090,Qwen/Qwen2.5-7B-Instruct,fixed_forward_approx,oom,"CUDA out of memory. Tried to allocate 9.28 GiB. GPU 0 has a total capacity of 23.52 GiB of which 6.75 GiB is free. Process 3627551 has 16.74 GiB memory in use. Of the allocated memory 16.16 GiB is allocated by PyTorch, and 131.71 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environm",bfloat16,sdpa,True,2.5.1.post303,5.8.0,12.0,a09a35458c702b33eeacc393d103063234e8bc28,2048,1,20,100,cuda_device_elapsed,cuda:0,,recheck_b16_l2048.csv
